agency_id;line_id;lineName;logoPath;type;isPriority;darkMode
fr-lemet;A;MA;https://hexatransit.fr/assets/logo/fr-lemet/bus/MA.png;BUS;1;0
fr-lemet;B;MB;https://hexatransit.fr/assets/logo/fr-lemet/bus/MB.png;BUS;1;0
fr-lemet;1;L1;https://hexatransit.fr/assets/logo/fr-lemet/bus/L1.png;BUS;1;0
fr-lemet;2;L2;https://hexatransit.fr/assets/logo/fr-lemet/bus/L2.png;BUS;1;0
fr-lemet;3;L3;https://hexatransit.fr/assets/logo/fr-lemet/bus/L3.png;BUS;1;0
fr-lemet;4;L4;https://hexatransit.fr/assets/logo/fr-lemet/bus/L4.png;BUS;1;0
fr-lemet;5;L5;https://hexatransit.fr/assets/logo/fr-lemet/bus/L5.png;BUS;1;0
fr-lemet;6;L6;https://hexatransit.fr/assets/logo/fr-lemet/bus/L6.png;BUS;1;0
fr-lemet;12;C12;https://hexatransit.fr/assets/logo/fr-lemet/bus/C12.png;BUS;0;0
fr-lemet;13;C13;https://hexatransit.fr/assets/logo/fr-lemet/bus/C13.png;BUS;0;0
fr-lemet;14;C14;https://hexatransit.fr/assets/logo/fr-lemet/bus/C14.png;BUS;0;0
fr-lemet;15;C15;https://hexatransit.fr/assets/logo/fr-lemet/bus/C15.png;BUS;0;0
fr-lemet;16;C16;https://hexatransit.fr/assets/logo/fr-lemet/bus/C16.png;BUS;0;0
fr-lemet;17;C17;https://hexatransit.fr/assets/logo/fr-lemet/bus/C17.png;BUS;0;0
fr-lemet;18;N18;https://hexatransit.fr/assets/logo/fr-lemet/bus/N18.png;BUS;0;0
fr-lemet;19;N19;https://hexatransit.fr/assets/logo/fr-lemet/bus/N19.png;BUS;0;0
fr-lemet;70;N70;https://hexatransit.fr/assets/logo/fr-lemet/bus/N70.png;BUS;0;0
fr-lemet;71;N71;https://hexatransit.fr/assets/logo/fr-lemet/bus/N71.png;BUS;0;0
fr-lemet;81;N81;https://hexatransit.fr/assets/logo/fr-lemet/bus/N81.png;BUS;0;0
fr-lemet;82;N82;https://hexatransit.fr/assets/logo/fr-lemet/bus/N82.png;BUS;0;0
fr-lemet;83;N83;https://hexatransit.fr/assets/logo/fr-lemet/bus/N83.png;BUS;0;0
fr-lemet;84a;N84a;https://hexatransit.fr/assets/logo/fr-lemet/bus/N84a.png;BUS;0;0
fr-lemet;84b;N84b;https://hexatransit.fr/assets/logo/fr-lemet/bus/N84b.png;BUS;0;0
fr-lemet;85;N85;https://hexatransit.fr/assets/logo/fr-lemet/bus/N85.png;BUS;0;0
fr-lemet;86;N86;https://hexatransit.fr/assets/logo/fr-lemet/bus/N86.png;BUS;0;0
fr-lemet;87;N87;https://hexatransit.fr/assets/logo/fr-lemet/bus/N87.png;BUS;0;0
fr-lemet;88;N88;https://hexatransit.fr/assets/logo/fr-lemet/bus/N88.png;BUS;0;0
