agency_id;line_id;lineName;logoPath;type;isPriority;darkMode
fr-deepmob;ATOUMOD005:Line:1:LOC;1;https://clarifygdps.com/hexatransit/logo/fr-deepmob/bus/1.png;BUS;1;0
fr-deepmob;ATOUMOD005:Line:2:LOC;2;https://clarifygdps.com/hexatransit/logo/fr-deepmob/bus/2.png;BUS;1;0
fr-deepmob;ATOUMOD005:Line:3:LOC;3;https://clarifygdps.com/hexatransit/logo/fr-deepmob/bus/3.png;BUS;1;0
fr-deepmob;ATOUMOD005:Line:14:LOC;14;https://clarifygdps.com/hexatransit/logo/fr-deepmob/bus/14.png;BUS;1;0
fr-deepmob;ATOUMOD005:Line:93:LOC;93;https://clarifygdps.com/hexatransit/logo/fr-deepmob/bus/Pollet.png;BUS;0;0
fr-deepmob;ATOUMOD005:Line:97:LOC;N;https://clarifygdps.com/hexatransit/logo/fr-deepmob/bus/CV.png;BUS;0;0
